행정구역,2026년02월_계_총인구수,2026년02월_계_연령구간인구수,2026년02월_계_0~9세,2026년02월_계_10~19세,2026년02월_계_20~29세,2026년02월_계_30~39세,2026년02월_계_40~49세,2026년02월_계_50~59세,2026년02월_계_60~69세,2026년02월_계_70~79세,2026년02월_계_80~89세,2026년02월_계_90~99세,2026년02월_계_100세 이상
전북특별자치도 장수군 천천면(5274034000),"2,003","2,003",31,53,99,80,132,333,547,417,260,50,1
전북특별자치도 장수군 계남면(5274035000),"2,100","2,100",51,111,126,113,164,381,488,383,225,58,0
전북특별자치도 장수군 계북면(5274036000),"1,503","1,503",37,71,67,62,111,220,426,272,186,50,1
전북특별자치도 임실군 (5275000000),"25,309","25,309",970,"1,360","1,432","1,620","2,168","3,964","5,733","4,358","3,015",672,17
전북특별자치도 임실군 임실읍(5275025000),"7,049","7,049",496,702,591,712,905,"1,083","1,098",829,506,125,2
전북특별자치도 임실군 청웅면(5275031000),"1,197","1,197",26,37,40,60,81,189,263,235,214,51,1
전북특별자치도 임실군 운암면(5275032000),"1,517","1,517",33,36,64,80,99,259,466,290,151,39,0
전북특별자치도 임실군 신평면(5275033000),"1,363","1,363",33,47,62,76,109,178,340,287,189,40,2
전북특별자치도 임실군 성수면(5275034000),"1,554","1,554",37,54,76,69,101,222,416,280,255,44,0
전북특별자치도 임실군 오수면(5275035500),"3,345","3,345",68,147,185,160,259,530,797,685,416,96,2
전북특별자치도 임실군 신덕면(5275036000),"1,239","1,239",30,30,60,62,78,197,308,244,184,45,1
전북특별자치도 임실군 삼계면(5275037000),"1,399","1,399",35,51,35,54,85,182,331,334,227,65,0
전북특별자치도 임실군 관촌면(5275038000),"3,009","3,009",110,136,164,171,228,524,726,541,337,69,3
전북특별자치도 임실군 강진면(5275039000),"1,377","1,377",28,33,75,75,71,242,369,236,207,39,2
전북특별자치도 임실군 덕치면(5275040000),"1,097","1,097",28,24,34,57,58,185,336,181,173,18,3
전북특별자치도 임실군 지사면(5275041000),"1,163","1,163",46,63,46,44,94,173,283,216,156,41,1
전북특별자치도 순창군 (5277000000),"27,687","27,687","1,079","1,993","2,012","1,713","2,795","4,686","5,771","4,097","2,940",586,15
전북특별자치도 순창군 순창읍(5277025000),"10,817","10,817",666,"1,267","1,148",913,"1,572","1,939","1,578","1,064",549,118,3
전북특별자치도 순창군 인계면(5277031000),"1,517","1,517",50,67,85,81,121,232,389,245,203,40,4
전북특별자치도 순창군 동계면(5277032000),"1,956","1,956",31,89,71,87,149,338,468,364,295,62,2
전북특별자치도 순창군 풍산면(5277033000),"1,618","1,618",42,62,94,60,149,255,330,320,258,48,0
전북특별자치도 순창군 금과면(5277034000),"1,775","1,775",34,42,104,88,100,288,526,317,207,67,2
전북특별자치도 순창군 팔덕면(5277035000),"1,450","1,450",47,67,73,80,106,229,366,239,199,44,0
전북특별자치도 순창군 쌍치면(5277036000),"1,956","1,956",51,96,109,99,122,336,534,322,241,45,1
전북특별자치도 순창군 복흥면(5277037000),"2,070","2,070",79,137,98,99,154,334,506,350,270,41,2
전북특별자치도 순창군 적성면(5277038000),"1,253","1,253",30,45,68,59,92,199,301,215,211,33,0
전북특별자치도 순창군 유등면(5277039000),"1,026","1,026",16,34,51,48,86,162,221,229,152,27,0
전북특별자치도 순창군 구림면(5277040000),"2,249","2,249",33,87,111,99,144,374,552,432,355,61,1
전북특별자치도 고창군 (5279000000),"50,196","50,196","1,686","3,830","3,032","3,127","4,805","8,085","10,570","8,217","5,650","1,155",39
전북특별자치도 고창군 고창읍(5279025000),"20,392","20,392","1,208","2,430","1,782","1,770","2,665","3,463","3,323","2,288","1,213",243,7
전북특별자치도 고창군 고수면(5279031000),"2,214","2,214",45,85,105,113,178,334,549,437,297,69,2
전북특별자치도 고창군 아산면(5279032000),"2,390","2,390",35,86,96,112,172,413,590,475,339,67,5
전북특별자치도 고창군 무장면(5279033000),"2,617","2,617",50,236,128,119,183,390,571,486,385,69,0
전북특별자치도 고창군 공음면(5279034000),"2,206","2,206",21,91,87,108,162,316,533,443,369,71,5
전북특별자치도 고창군 상하면(5279035000),"2,165","2,165",29,89,118,107,151,355,502,430,326,53,5
전북특별자치도 고창군 해리면(5279036000),"2,424","2,424",42,83,96,86,160,324,610,551,398,73,1
전북특별자치도 고창군 성송면(5279037000),"1,608","1,608",25,43,55,55,106,265,398,337,257,65,2
전북특별자치도 고창군 대산면(5279038000),"2,803","2,803",32,102,101,111,186,425,740,563,474,66,3
전북특별자치도 고창군 심원면(5279039000),"2,246","2,246",45,98,91,123,175,377,600,397,290,49,1
전북특별자치도 고창군 흥덕면(5279040000),"2,823","2,823",58,160,130,142,191,444,697,528,387,84,2
전북특별자치도 고창군 성내면(5279041000),"1,738","1,738",22,63,67,75,125,262,422,372,254,74,2
전북특별자치도 고창군 신림면(5279042000),"2,003","2,003",28,87,90,109,136,316,466,389,300,82,0
전북특별자치도 고창군 부안면(5279043000),"2,567","2,567",46,177,86,97,215,401,569,521,361,90,4
전북특별자치도 부안군 (5280000000),"47,100","47,100","1,576","3,126","2,975","2,966","4,766","7,817","10,199","7,883","4,816",963,13
전북특별자치도 부안군 부안읍(5280025000),"19,831","19,831","1,129","2,128","1,745","1,641","2,610","3,493","3,392","2,273","1,195",223,2
전북특별자치도 부안군 주산면(5280031000),"1,687","1,687",27,54,56,71,134,234,424,355,260,70,2
전북특별자치도 부안군 동진면(5280032000),"2,463","2,463",37,66,121,118,144,385,627,498,382,84,1
전북특별자치도 부안군 행안면(5280033000),"1,993","1,993",43,106,112,131,172,334,486,331,226,52,0
전북특별자치도 부안군 계화면(5280034000),"2,893","2,893",49,109,127,125,265,426,641,671,433,47,0
전북특별자치도 부안군 보안면(5280035000),"2,159","2,159",20,66,59,88,127,323,586,488,336,65,1
전북특별자치도 부안군 변산면(5280036000),"4,025","4,025",80,199,240,227,408,755,"1,000",695,353,68,0
전북특별자치도 부안군 진서면(5280037000),"2,072","2,072",44,83,88,93,172,319,570,440,219,40,4
전북특별자치도 부안군 백산면(5280038000),"2,244","2,244",28,59,102,101,145,317,577,468,364,83,0
전북특별자치도 부안군 상서면(5280039000),"1,957","1,957",27,60,90,105,122,308,500,405,272,67,1
전북특별자치도 부안군 하서면(5280040000),"2,339","2,339",35,74,101,113,171,365,541,503,368,67,1
전북특별자치도 부안군 줄포면(5280041000),"2,374","2,374",46,95,94,111,199,360,626,489,284,69,1
전북특별자치도 부안군 위도면(5280042000),"1,063","1,063",11,27,40,42,97,198,229,267,124,28,0
전라남도  (4600000000),"1,776,547","1,776,547","94,538","154,978","157,457","169,733","226,382","302,963","318,660","206,864","121,641","22,790",541
전라남도 목포시 (4611000000),"201,025","201,025","10,044","21,256","20,712","19,257","30,572","36,188","32,044","20,165","9,445","1,312",30
전라남도 목포시 용당1동(4611051000),"8,801","8,801",247,537,660,616,"1,045","1,468","1,836","1,559",742,87,4
전라남도 목포시 용당2동(4611052000),"4,303","4,303",100,226,280,302,474,701,937,823,406,52,2
전라남도 목포시 연동(4611053500),"3,655","3,655",59,213,214,209,389,598,803,737,384,49,0
전라남도 목포시 산정동(4611054500),"8,495","8,495",413,934,800,753,"1,165","1,554","1,466",946,414,50,0
전라남도 목포시 연산동(4611055400),"9,615","9,615",930,"1,380",920,"1,272","1,860","1,451",989,554,217,42,0
전라남도 목포시 원산동(4611055800),"10,959","10,959",433,"1,136","1,215",969,"1,561","2,113","1,899","1,075",497,59,2
전라남도 목포시 대성동(4611056500),"4,480","4,480",290,398,399,432,708,761,726,486,250,30,0
전라남도 목포시 목원동(4611059500),"5,889","5,889",94,278,382,384,564,"1,001","1,293","1,165",635,91,2
전라남도 목포시 동명동(4611064000),"4,363","4,363",90,217,278,259,510,728,874,894,464,47,2
전라남도 목포시 삼학동(4611064500),"5,245","5,245",188,540,442,364,735,888,942,772,338,36,0
전라남도 목포시 만호동(4611065500),"2,250","2,250",33,68,121,90,251,404,500,490,251,42,0
전라남도 목포시 유달동(4611066000),"3,533","3,533",79,175,287,217,403,623,713,606,376,51,3
전라남도 목포시 죽교동(4611069500),"2,496","2,496",49,172,204,145,258,423,529,433,250,32,1
전라남도 목포시 북항동(4611070500),"8,004","8,004",338,768,749,709,"1,140","1,418","1,470",944,421,46,1
전라남도 목포시 용해동(4611074500),"15,069","15,069",767,"2,084","1,583","1,336","2,553","2,704","2,125","1,233",598,82,4
전라남도 목포시 이로동(4611075000),"9,650","9,650",567,"1,251",931,798,"1,540","1,599","1,465",992,440,66,1
전라남도 목포시 상동(4611075600),"21,076","21,076","1,334","2,097","2,082","2,316","3,254","3,862","3,271","1,931",798,128,3
전라남도 목포시 하당동(4611075700),"14,339","14,339",790,"1,407","2,136","1,909","2,351","2,655","1,845",860,342,44,0
전라남도 목포시 신흥동(4611075800),"15,625","15,625",745,"1,675","1,855","1,742","2,334","2,942","2,648","1,070",527,87,0
전라남도 목포시 삼향동(4611078000),"4,151","4,151",152,421,412,358,600,767,740,444,217,38,2
전라남도 목포시 옥암동(4611079000),"10,145","10,145",582,"1,346","1,165","1,024","1,745","1,910","1,393",666,276,37,1
전라남도 목포시 부흥동(4611080000),"7,549","7,549",277,686,919,852,"1,137","1,529","1,246",555,294,54,0
전라남도 목포시 부주동(4611081000),"21,333","21,333","1,487","3,247","2,678","2,201","3,995","4,089","2,334",930,308,62,2
전라남도 여수시 (4613000000),"262,218","262,218","14,252","23,742","25,241","27,020","35,668","45,711","45,530","29,660","13,213","2,124",57
전라남도 여수시 돌산읍(4613025000),"2,285","2,285",24,52,71,92,147,323,612,555,339,68,2
전라남도 여수시 돌산읍우두출장소(4613025100),"7,868","7,868",255,598,524,532,"1,089","1,338","1,645","1,187",591,106,3
전라남도 여수시 돌산읍죽포출장소(4613025200),"1,716","1,716",18,43,80,68,82,260,438,436,244,43,4
전라남도 여수시 소라면(4613031000),"20,994","20,994","1,527","2,317","1,839","2,351","3,245","3,553","3,463","1,686",873,135,5
전라남도 여수시 율촌면(4613032000),"6,044","6,044",157,320,357,391,603,"1,017","1,351","1,033",664,149,2
전라남도 여수시 화양면(4613033000),"5,888","5,888",107,191,313,303,432,964,"1,553","1,150",727,145,3
전라남도 여수시 남면(4613034000),"2,541","2,541",36,82,78,83,177,372,673,599,365,74,2
전라남도 여수시 화정면(4613035000),"1,244","1,244",5,20,30,41,72,165,329,301,237,41,3
전라남도 여수시 화정면개도출장소(4613035600),743,743,5,36,17,25,47,132,175,180,102,23,1
전라남도 여수시 삼산면(4613036000),"1,930","1,930",35,73,84,107,161,356,559,348,166,39,2
전라남도 여수시 동문동(4613051500),"3,959","3,959",126,286,293,321,433,583,731,807,338,41,0
전라남도 여수시 한려동(4613053500),"2,526","2,526",48,112,215,237,271,382,464,528,235,34,0
전라남도 여수시 중앙동(4613057000),"3,582","3,582",60,177,239,243,363,585,775,763,342,35,0
전라남도 여수시 충무동(4613060000),"3,291","3,291",44,141,237,217,279,529,655,742,394,53,0
전라남도 여수시 광림동(4613062500),"5,802","5,802",198,345,443,509,685,945,"1,154","1,039",432,52,0
전라남도 여수시 서강동(4613063500),"3,709","3,709",123,172,308,360,397,547,740,687,331,43,1
전라남도 여수시 대교동(4613065500),"4,426","4,426",93,177,245,290,464,646,966,"1,011",480,54,0
전라남도 여수시 국동(4613067000),"9,708","9,708",331,727,729,786,"1,159","1,577","2,129","1,557",649,61,3
전라남도 여수시 월호동(4613068500),"6,976","6,976",372,604,567,618,882,"1,098","1,389","1,023",378,44,1
전라남도 여수시 여서동(4613070000),"15,283","15,283",538,"1,326","1,522","1,396","1,946","2,663","3,130","1,874",761,125,2
전라남도 여수시 문수동(4613071000),"18,283","18,283","1,008","1,957","1,866","1,737","2,882","3,145","2,866","1,985",723,110,4
전라남도 여수시 미평동(4613073000),"10,943","10,943",425,880,"1,470","1,045","1,355","2,071","1,977","1,164",489,66,1
전라남도 여수시 둔덕동(4613074000),"9,160","9,160",417,903,"1,097",856,"1,238","1,871","1,562",890,291,35,0
전라남도 여수시 만덕동(4613076500),"9,938","9,938",675,"1,055",830,995,"1,555","1,494","1,621","1,159",483,70,1
전라남도 여수시 쌍봉동(4613078000),"31,077","31,077","1,977","3,319","3,915","3,971","4,521","6,006","4,399","2,132",725,110,2
전라남도 여수시 시전동(4613079000),"43,257","43,257","4,462","5,262","4,626","6,426","7,321","7,351","4,975","2,071",646,112,5
전라남도 여수시 여천동(4613080000),"18,631","18,631",642,"1,420","2,250","2,070","2,278","3,795","3,651","1,725",653,141,6
전라남도 여수시 주삼동(4613081000),"7,429","7,429",511,"1,019",795,789,"1,359","1,383",794,497,240,41,1
전라남도 여수시 삼일동(4613082000),"1,929","1,929",26,76,132,119,152,363,494,347,182,37,1
전라남도 여수시 묘도동(4613083000),"1,056","1,056",7,52,69,42,73,197,260,184,133,37,2
전라남도 순천시 (4615000000),"274,763","274,763","17,845","27,925","29,577","32,547","38,439","47,899","43,500","23,090","11,498","2,393",50
전라남도 순천시 승주읍(4615025000),"2,308","2,308",27,70,91,94,134,349,634,451,367,91,0
전라남도 순천시 해룡면(4615031000),"4,048","4,048",53,149,250,204,261,720,"1,064",730,491,124,2
전라남도 순천시 해룡면상삼출장소(4615031500),"17,697","17,697","1,016","1,985","2,597","2,334","2,552","3,845","2,310",677,320,60,1
전라남도 순천시 해룡면신대출장소(4615031600),"32,646","32,646","4,281","5,660","2,995","5,338","7,097","4,538","1,952",587,152,45,1
전라남도 순천시 서면(4615032000),"15,031","15,031","1,130","1,208","1,270","1,952","1,955","2,519","2,570","1,534",735,157,1
전라남도 순천시 황전면(4615033000),"2,554","2,554",18,70,81,74,129,361,672,605,437,103,4
전라남도 순천시 월등면(4615034000),"1,593","1,593",19,35,56,63,84,227,475,344,230,59,1
전라남도 순천시 주암면(4615035000),"2,778","2,778",31,77,100,117,140,375,752,613,468,101,4
전라남도 순천시 송광면(4615036000),"1,316","1,316",4,19,38,41,71,203,370,280,233,55,2
전라남도 순천시 외서면(4615037000),737,737,10,16,23,18,29,95,210,161,137,37,1
전라남도 순천시 낙안면(4615038000),"2,782","2,782",40,94,115,116,159,375,748,613,433,87,2
전라남도 순천시 별량면(4615039000),"4,989","4,989",72,192,241,236,311,780,"1,285",967,730,171,4
전라남도 순천시 상사면(4615040000),"2,780","2,780",46,101,194,147,171,487,757,457,315,102,3
전라남도 순천시 향동(4615051500),"3,079","3,079",66,200,246,212,281,461,623,607,323,60,0
전라남도 순천시 매곡동(4615054000),"6,220","6,220",344,513,960,670,720,890,941,683,433,66,0
전라남도 순천시 삼산동(4615055000),"28,530","28,530","1,973","2,838","3,680","3,579","3,899","4,758","4,486","2,307",822,181,7
전라남도 순천시 조곡동(4615056000),"6,984","6,984",419,579,735,839,892,"1,265","1,172",694,341,46,2
전라남도 순천시 덕연동(4615057000),"38,785","38,785","1,808","4,136","4,587","4,096","5,442","7,593","6,856","3,012","1,066",186,3
전라남도 순천시 풍덕동(4615058000),"6,686","6,686",208,462,611,571,738,"1,094","1,339","1,049",540,73,1
전라남도 순천시 남제동(4615059000),"7,353","7,353",192,453,626,590,745,"1,249","1,629","1,203",575,91,0
전라남도 순천시 저전동(4615060000),"2,508","2,508",72,138,193,239,254,379,493,448,253,39,0
전라남도 순천시 장천동(4615061000),"1,761","1,761",28,49,143,142,185,304,435,307,132,34,2
전라남도 순천시 중앙동(4615062000),"2,410","2,410",61,118,184,223,257,425,510,407,192,32,1
전라남도 순천시 도사동(4615063500),"16,760","16,760","1,183","1,874","1,543","1,771","2,672","2,837","2,653","1,427",651,146,3
전라남도 순천시 왕조1동(4615066100),"45,896","45,896","3,806","5,005","5,726","6,853","6,889","8,279","6,094","2,185",856,199,4
전라남도 순천시 왕조2동(4615066500),"16,532","16,532",938,"1,884","2,292","2,028","2,372","3,491","2,470",742,266,48,1
전라남도 나주시 (4617000000),"116,940","116,940","8,384","10,510","9,981","14,515","16,532","17,395","18,778","12,019","7,413","1,376",37
전라남도 나주시 남평읍(4617025000),"11,552","11,552",763,960,734,"1,159","1,697","1,813","2,249","1,334",699,139,5
전라남도 나주시 세지면(4617031000),"2,295","2,295",27,86,129,107,168,318,603,461,335,61,0
전라남도 나주시 왕곡면(4617032000),"2,547","2,547",48,78,166,141,184,391,637,478,345,78,1
전라남도 나주시 반남면(4617033000),"1,232","1,232",10,26,49,52,86,179,325,262,208,34,1
전라남도 나주시 공산면(4617034000),"2,035","2,035",34,104,97,82,159,300,492,404,314,48,1
전라남도 나주시 동강면(4617035000),"2,186","2,186",26,66,102,96,137,307,543,460,359,88,2
전라남도 나주시 다시면(4617036000),"3,216","3,216",37,100,157,164,220,485,865,630,467,85,6
전라남도 나주시 문평면(4617037000),"1,681","1,681",16,34,68,70,96,239,467,337,286,66,2
전라남도 나주시 노안면(4617038000),"4,102","4,102",51,96,191,199,258,645,"1,195",789,542,132,4
전라남도 나주시 금천면(4617039000),"6,733","6,733",472,428,567,"1,029",854,963,"1,155",738,451,75,1
전라남도 나주시 산포면(4617040000),"2,987","2,987",34,107,181,177,243,502,778,549,354,61,1
전라남도 나주시 다도면(4617042000),"1,744","1,744",20,48,78,74,93,296,515,310,252,57,1
전라남도 나주시 봉황면(4617043000),"3,707","3,707",41,119,187,157,256,563,"1,033",744,519,85,3
전라남도 나주시 송월동(4617051000),"11,166","11,166","1,002","1,047","1,356","1,881","1,707","1,799","1,317",666,337,52,2
전라남도 나주시 영강동(4617052000),"2,478","2,478",87,139,235,242,278,460,494,328,179,35,1
전라남도 나주시 금남동(4617054000),"4,166","4,166",135,246,353,294,393,742,837,668,441,56,1
전라남도 나주시 성북동(4617055000),"7,899","7,899",377,835,983,741,"1,051","1,406","1,282",757,406,61,0
전라남도 나주시 영산동(4617058000),"2,663","2,663",33,123,151,140,235,393,656,516,340,74,2
전라남도 나주시 이창동(4617060000),"3,078","3,078",87,146,269,281,313,520,642,516,255,49,0
전라남도 나주시 빛가람동(4617062000),"39,473","39,473","5,084","5,722","3,928","7,429","8,104","5,074","2,693","1,072",324,40,3
전라남도 광양시 (4623000000),"155,672","155,672","10,755","15,904","15,895","20,076","22,491","29,788","23,805","10,882","4,993","1,060",23
전라남도 광양시 광양읍(4623025000),"49,129","49,129","2,953","5,080","4,966","5,620","7,278","9,276","7,876","3,915","1,780",373,12
전라남도 광양시 봉강면(4623031000),"1,960","1,960",40,76,136,111,134,343,518,322,215,64,1
전라남도 광양시 옥룡면(4623032000),"2,760","2,760",29,98,146,117,154,481,783,499,362,88,3
전라남도 광양시 옥곡면(4623033000),"4,723","4,723",183,244,383,464,469,"1,016","1,036",540,330,58,0
전라남도 광양시 진상면(4623034000),"2,413","2,413",25,58,91,101,134,399,656,504,366,79,0
전라남도 광양시 진월면(4623035000),"2,424","2,424",40,66,113,102,153,364,601,548,357,77,3
전라남도 광양시 다압면(4623036000),"1,562","1,562",23,55,61,54,92,254,452,321,200,50,0
전라남도 광양시 골약동(4623051500),"13,009","13,009","2,472","1,225",980,"3,564","2,199","1,257",738,327,197,50,0
전라남도 광양시 중마동(4623053000),"56,837","56,837","4,135","6,981","6,727","7,982","9,471","12,049","6,728","1,978",668,117,1
전라남도 광양시 광영동(4623054000),"9,916","9,916",381,904,943,848,"1,235","2,258","2,219",806,262,59,1
전라남도 광양시 금호동(4623055000),"9,527","9,527",451,"1,056","1,251","1,032","1,039","1,831","1,841",869,142,14,1
전라남도 광양시 태인동(4623057000),"1,412","1,412",23,61,98,81,133,260,357,253,114,31,1
전라남도 담양군 (4671000000),"44,108","44,108","1,627","2,826","3,158","3,150","4,340","7,504","9,827","6,582","4,279",794,21
전라남도 담양군 담양읍(4671025000),"15,110","15,110",950,"1,281","1,355","1,476","1,919","2,531","2,618","1,740","1,030",204,6
전라남도 담양군 봉산면(4671031000),"2,541","2,541",69,93,141,167,239,398,630,439,311,53,1
전라남도 담양군 고서면(4671032000),"2,843","2,843",53,140,141,172,208,461,762,545,310,50,1
전라남도 담양군 가사문학면(4671033500),"1,156","1,156",20,44,59,60,70,210,311,201,151,29,1
전라남도 담양군 창평면(4671034000),"3,353","3,353",61,197,218,175,289,552,831,595,375,59,1
전라남도 담양군 대덕면(4671035000),"1,813","1,813",34,90,115,100,123,305,532,289,191,34,0
전라남도 담양군 무정면(4671036000),"2,265","2,265",56,59,202,133,132,361,558,414,285,64,1
전라남도 담양군 금성면(4671037000),"2,375","2,375",45,86,141,117,198,393,576,425,322,72,0
전라남도 담양군 용면(4671038000),"1,706","1,706",36,64,70,88,144,283,440,351,201,26,3
전라남도 담양군 월산면(4671039000),"2,194","2,194",44,103,103,133,180,382,569,373,267,38,2
전라남도 담양군 수북면(4671040000),"4,713","4,713",145,331,355,283,458,913,"1,090",637,418,81,2
전라남도 담양군 대전면(4671041000),"4,039","4,039",114,338,258,246,380,715,910,573,418,84,3
전라남도 곡성군 (4672000000),"27,499","27,499",761,"1,585","1,826","1,775","2,422","4,683","6,240","4,308","3,094",781,24
전라남도 곡성군 곡성읍(4672025000),"7,976","7,976",351,665,616,694,951,"1,371","1,438","1,064",651,166,9
전라남도 곡성군 오곡면(4672031000),"1,749","1,749",34,96,93,76,129,288,405,342,247,38,1
전라남도 곡성군 삼기면(4672032000),"1,667","1,667",28,49,84,80,103,266,416,323,244,73,1
전라남도 곡성군 석곡면(4672033000),"2,184","2,184",36,79,128,89,142,367,556,377,309,100,1
전라남도 곡성군 목사동면(4672034000),"1,337","1,337",20,38,50,62,81,192,384,238,224,47,1
전라남도 곡성군 죽곡면(4672035000),"1,930","1,930",46,63,85,97,123,297,527,364,268,57,3
전라남도 곡성군 고달면(4672036000),"1,081","1,081",15,30,46,60,55,158,296,200,182,39,0
전라남도 곡성군 옥과면(4672037000),"4,061","4,061",128,310,366,329,436,724,833,539,321,73,2
전라남도 곡성군 입면(4672038000),"2,343","2,343",34,125,194,123,176,490,526,328,271,73,3
전라남도 곡성군 겸면(4672039000),"1,662","1,662",20,78,83,86,113,288,430,276,220,65,3
전라남도 곡성군 오산면(4672040000),"1,509","1,509",49,52,81,79,113,242,429,257,157,50,0
전라남도 구례군 (4673000000),"23,904","23,904",719,"1,523","1,494","1,254","2,185","4,121","5,463","3,831","2,767",534,13
전라남도 구례군 구례읍(4673025000),"10,394","10,394",477,895,828,729,"1,227","1,843","2,018","1,365",857,150,5
전라남도 구례군 문척면(4673031000),"1,280","1,280",19,69,75,53,83,241,346,210,158,26,0
전라남도 구례군 간전면(4673032000),"1,365","1,365",22,59,67,47,85,231,346,248,224,34,2
전라남도 구례군 토지면(4673033000),"2,369","2,369",31,91,120,90,148,429,684,402,292,79,3
전라남도 구례군 마산면(4673034000),"2,347","2,347",40,145,138,91,208,396,556,426,279,68,0
전라남도 구례군 광의면(4673035000),"2,131","2,131",51,91,82,94,139,314,500,436,365,58,1
전라남도 구례군 용방면(4673036000),"1,289","1,289",24,44,64,49,119,202,283,247,204,51,2
전라남도 구례군 산동면(4673037000),"2,729","2,729",55,129,120,101,176,465,730,497,388,68,0
전라남도 고흥군 (4677000000),"59,317","59,317","1,788","3,089","3,045","3,037","4,931","8,987","13,474","11,428","7,778","1,716",44
전라남도 고흥군 고흥읍(4677025000),"12,315","12,315",781,"1,298","1,112","1,158","1,591","2,085","2,028","1,386",725,146,5
전라남도 고흥군 도양읍(4677025300),"9,182","9,182",374,590,589,544,948,"1,542","1,958","1,639",827,167,4
전라남도 고흥군 도양읍소록출장소(4677025400),501,501,22,29,11,31,37,40,45,123,135,25,3
전라남도 고흥군 도양읍시산출장소(4677025500),185,185,0,8,9,10,21,37,39,28,26,7,0
전라남도 고흥군 풍양면(4677031000),"2,873","2,873",31,71,80,87,214,380,681,689,497,140,3
전라남도 고흥군 도덕면(4677032000),"2,659","2,659",42,77,98,98,149,380,687,584,430,113,1
전라남도 고흥군 금산면(4677033000),"3,921","3,921",57,125,156,115,242,544,989,914,649,128,2
전라남도 고흥군 도화면(4677034000),"3,533","3,533",72,99,133,144,213,535,850,780,574,130,3
전라남도 고흥군 포두면(4677035000),"4,432","4,432",61,153,181,161,269,684,"1,102",965,711,139,6
전라남도 고흥군 봉래면(4677036000),"1,790","1,790",42,58,64,67,128,257,446,385,300,42,1
전라남도 고흥군 점암면(4677037000),"2,524","2,524",35,75,84,85,138,357,680,554,413,99,4
전라남도 고흥군 과역면(4677038000),"3,017","3,017",44,99,112,118,189,452,788,628,480,105,2
전라남도 고흥군 남양면(4677039000),"2,145","2,145",32,96,74,64,137,309,576,478,307,70,2
전라남도 고흥군 동강면(4677040000),"2,843","2,843",70,101,123,128,205,386,703,629,387,109,2
전라남도 고흥군 대서면(4677041000),"2,062","2,062",38,57,70,61,130,265,566,444,350,80,1
전라남도 고흥군 두원면(4677042000),"2,810","2,810",44,82,80,73,146,379,657,649,570,128,2
전라남도 고흥군 영남면(4677044000),"1,153","1,153",24,26,25,38,72,168,286,253,214,44,3
전라남도 고흥군 동일면(4677045000),"1,372","1,372",19,45,44,55,102,187,393,300,183,44,0
전라남도 보성군 (4678000000),"36,819","36,819","1,103","2,142","2,174","1,958","3,163","5,758","8,164","6,566","4,719","1,053",19
전라남도 보성군 보성읍(4678025000),"8,422","8,422",446,757,748,717,958,"1,422","1,527","1,063",658,125,1
전라남도 보성군 벌교읍(4678025300),"10,689","10,689",309,681,637,479,985,"1,658","2,312","2,017","1,320",284,7
전라남도 보성군 노동면(4678031000),"1,076","1,076",16,43,49,46,69,156,264,203,183,46,1
전라남도 보성군 미력면(4678032000),"1,324","1,324",25,50,77,50,85,217,318,254,204,44,0
전라남도 보성군 겸백면(4678033000),"1,067","1,067",23,39,39,34,67,172,237,214,194,47,1
전라남도 보성군 율어면(4678034000),"1,090","1,090",15,54,41,45,77,165,257,205,199,32,0
전라남도 보성군 복내면(4678035000),"1,498","1,498",32,58,70,58,94,195,382,301,237,71,0
전라남도 보성군 문덕면(4678036000),902,902,17,54,46,33,58,155,222,150,133,33,1
전라남도 보성군 조성면(4678037000),"3,300","3,300",69,119,133,148,237,505,765,690,517,114,3
전라남도 보성군 득량면(4678038000),"2,473","2,473",37,84,103,94,184,362,634,503,371,98,3
전라남도 보성군 득량면예당출장소(4678038500),"1,115","1,115",34,68,60,72,84,182,252,204,133,26,0
전라남도 보성군 회천면(4678039000),"2,851","2,851",62,119,130,141,204,432,744,539,394,86,0
전라남도 보성군 웅치면(4678040000),"1,012","1,012",18,16,41,41,61,137,250,223,176,47,2
전라남도 화순군 (4679000000),"60,160","60,160","2,439","4,683","5,512","4,759","6,302","10,840","11,934","7,483","5,219",966,23
전라남도 화순군 화순읍(4679025000),"39,011","39,011","2,071","3,971","4,510","3,724","4,937","7,522","6,255","3,572","2,111",328,10
전라남도 화순군 화순읍민원출장소(4679025100),0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도 화순군 한천면(4679031000),907,907,18,23,46,45,69,163,227,187,108,21,0
전라남도 화순군 한천면영외출장소(4679031500),399,399,3,9,9,6,28,58,101,94,86,5,0
전라남도 화순군 춘양면(4679032000),"1,625","1,625",21,49,78,68,98,222,441,324,257,62,5
전라남도 화순군 청풍면(4679033000),945,945,6,22,38,26,41,152,259,178,173,50,0
전라남도 화순군 이양면(4679034000),"1,656","1,656",29,23,76,75,90,244,449,336,257,76,1
전라남도 화순군 능주면(4679035000),"2,842","2,842",72,161,191,171,254,438,699,472,312,69,3
전라남도 화순군 도곡면(4679036000),"2,714","2,714",65,98,143,151,220,451,706,481,318,79,2
전라남도 화순군 도암면(4679037000),"1,309","1,309",14,44,49,59,63,193,368,247,238,34,0
전라남도 화순군 이서면(4679038000),932,932,17,36,34,42,53,146,257,165,151,31,0
전라남도 화순군 백아면(4679039500),"1,462","1,462",18,54,43,54,62,209,404,311,259,48,0
전라남도 화순군 동복면(4679040000),"1,443","1,443",19,41,55,69,75,200,408,276,256,44,0
